-1.920000E-05,+0.000000E+00,+2.400000E-04,+0.000000E+00,-2.420000E-02
-1.916000E-05,-8.000000E-05,+1.600000E-04,+4.000000E-02,-2.420000E-02
-1.912000E-05,+8.000000E-05,+1.600000E-04,+4.000000E-02,-2.420000E-02
-1.908000E-05,-8.000000E-05,+1.600000E-04,+4.000000E-02,-2.420000E-02
-1.904000E-05,+0.000000E+00,+1.600000E-04,+4.000000E-02,-2.420000E-02
-1.900000E-05,+1.600000E-04,+1.600000E-04,+4.000000E-02,-2.420000E-02
-1.896000E-05,-1.600000E-04,+1.600000E-04,+0.000000E+00,-2.420000E-02
-1.892000E-05,-1.600000E-04,+1.600000E-04,+4.000000E-02,-2.420000E-02
-1.888000E-05,+8.000000E-05,+1.600000E-04,+4.000000E-02,-2.420000E-02
-1.884000E-05,-8.000000E-05,+8.000000E-05,+4.000000E-02,-2.420000E-02
-1.880000E-05,-8.000000E-05,+8.000000E-05,+4.000000E-02,-2.420000E-02
-1.876000E-05,+8.000000E-05,+1.600000E-04,+4.000000E-02,-2.420000E-02
-1.872000E-05,-1.600000E-04,+1.600000E-04,+4.000000E-02,-2.420000E-02
-1.868000E-05,+0.000000E+00,+1.600000E-04,+4.000000E-02,-2.420000E-02
-1.864000E-05,+8.000000E-05,+2.400000E-04,+4.000000E-02,-2.420000E-02
-1.860000E-05,-8.000000E-05,+8.000000E-05,+4.000000E-02,-2.420000E-02
-1.856000E-05,+0.000000E+00,+8.000000E-05,+0.000000E+00,-2.420000E-02
-1.852000E-05,+8.000000E-05,+1.600000E-04,+4.000000E-02,-2.420000E-02
-1.848000E-05,-8.000000E-05,+1.600000E-04,+0.000000E+00,-2.420000E-02
-1.844000E-05,-8.000000E-05,+8.000000E-05,+4.000000E-02,-2.420000E-02
-1.840000E-05,+8.000000E-05,+1.600000E-04,+4.000000E-02,-2.420000E-02
-1.836000E-05,-1.600000E-04,+1.600000E-04,+4.000000E-02,-2.420000E-02
-1.832000E-05,+8.000000E-05,+1.600000E-04,+4.000000E-02,-2.420000E-02
-1.828000E-05,+8.000000E-05,+8.000000E-05,+4.000000E-02,-2.420000E-02
-1.824000E-05,-8.000000E-05,+8.000000E-05,+0.000000E+00,-2.420000E-02
